,id,title,language_code,description,similar_books,ratings_count,num_pages,text_reviews_count,average_rating,Action,Adventure,Crime,Documentary,Drama,Family,Fantasy,History,Horror,Music,Mystery,Romance,Thriller,War,Action_b,Adventure_b,Crime_b,Documentary_b,Drama_b,Family_b,Fantasy_b,History_b,Horror_b,Music_b,Mystery_b,Romance_b,Thriller_b,War_b
217170,9302614,Christmas Magic on the Mountain,eng,"When snowboard designer Sean Hughes sees Zoe Flynn hitchhiking at the bottom of Mount Hood he recognizes a free spirit--much like himself!They hit it off, and Zoe ends up agreeing to pose as Sean's girlfriend at his family's Thanksgiving. But following an accident and a misunderstanding they're soon stuck with each other for the Christmas holidays!
Zoe's girl-next-door looks make Sean wish their charade was a romantic reality, but Zoe is hiding something...and he has until the clock strikes midnight on New Year's Eve to discover her secret!",[],55.0,249.0,9.0,3.94,0.07910747236482381,0.09206320918035797,0.0705235160644191,0.05738011849221669,1.0,1.0,1.0,0.054530711975112243,0.09656418754557548,0.06856216428590933,0.08870832386550147,1.0,0.09212865482137914,0.03956786162914962,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
310194,21918775,"Odin's Promise (Odin's Promise, #1)",eng,"ODIN'S PROMISE is a historical novel for middle-grade readers, a story of the first year of German occupation of Norway in World War II as seen through the eyes of a young girl. Eleven-year-old Mari grew up tucked under the wings of her parents, grandma, and older siblings. After Hitler's troops invade Norway in Spring 1940, she is forced to grow beyond her ""little girl"" nickname to deal with harsh new realities. At her side for support and protection is Odin, her faithful elkhound. As the year progresses, Mari, her family, and her neighbors are drawn into the activities of the Norwegian underground resistance. Readers will cheer for Mari as she develops her inner strength - and the courage to help celebrate Norway's spirit of resistance."" - Kathleen Ernst, author of American Girl's Caroline Abbott series. ""Beautifully written, emotionally taut novel of one girl's coming of age during war time."" - Gayle Rosengren, What the Moon Said. Sandy Brehl is a teacher and member of the Society of Children's Book Writers & Illustrators. She lives in Muskego, Wisconsin, near Milwaukee.","['23529761', '20578966', '273794', '23299494', '1866295', '7792370', '12150568', '24612560', '20344687', '18222731', '16057929', '11699194', '21965582', '1404247', '950248', '23281786', '23395646', '166968']",36.0,238.0,12.0,4.27,0.16280305094319097,0.178805367573205,0.13287920118072932,0.1468336896311564,1.0,1.0,0.1880746506105406,1.0,0.15397370668720087,0.13422535905759972,0.14898959580250296,0.1751887440764624,0.1604348350224507,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
545358,1229922,Franklin and Winston: An Intimate Portrait of an Epic Friendship,en-US,"NEW YORK TIMES BESTSELLER
The most complete portrait ever drawn of the complex emotional connection between two of history's towering leaders
Franklin Roosevelt and Winston Churchill were the greatest leaders of ""the Greatest Generation."" In Franklin and Winston, Jon Meacham explores the fascinating relationship between the two men who piloted the free world to victory in World War II. It was a crucial friendship, and a unique one--a president and a prime minister spending enormous amounts of time together (113 days during the war) and exchanging nearly two thousand messages. Amid cocktails, cigarettes, and cigars, they met, often secretly, in places as far-flung as Washington, Hyde Park, Casablanca, and Teheran, talking to each other of war, politics, the burden of command, their health, their wives, and their children.
Born in the nineteenth century and molders of the twentieth and twenty-first, Roosevelt and Churchill had much in common. Sons of the elite, students of history, politicians of the first rank, they savored power. In their own time both men were underestimated, dismissed as arrogant, and faced skeptics and haters in their own nations--yet both magnificently rose to the central challenges of the twentieth century. Theirs was a kind of love story, with an emotional Churchill courting an elusive Roosevelt. The British prime minister, who rallied his nation in its darkest hour, standing alone against Adolf Hitler, was always somewhat insecure about his place in FDR's affections--which was the way Roosevelt wanted it. A man of secrets, FDR liked to keep people off balance, including his wife, Eleanor, his White House aides--and Winston Churchill.
Confronting tyranny and terror, Roosevelt and Churchill built a victorious alliance amid cataclysmic events and occasionally conflicting interests. Franklin and Winston is also the story of their marriages and their families, two clans caught up in the most sweeping global conflict in history.
Meacham's new sources--including unpublished letters of FDR' s great secret love, Lucy Mercer Rutherfurd, the papers of Pamela Churchill Harriman, and interviews with the few surviving people who were in FDR and Churchill's joint company--shed fresh light on the characters of both men as he engagingly chronicles the hours in which they decided the course of the struggle.
Hitler brought them together; later in the war, they drifted apart, but even in the autumn of their alliance, the pull of affection was always there. Charting the personal drama behind the discussions of strategy and statecraft, Meacham has written the definitive account of the most remarkable friendship of the modern age.
From the Hardcover edition.","['13153197', '332978', '8355875', '11958983', '575506', '3301907', '11325217', '13690324', '7323969', '10626601', '8225587', '6895978', '152545', '15797952', '510671', '7185573', '1508658', '803474']",33.0,9.0,7.0,4.07,0.1972978411783688,0.2028508910840339,0.16086143729770774,1.0,1.0,0.16690926301132653,0.1843827343581272,1.0,0.14265553219896698,0.15503239063662955,0.15169790750765708,0.2073688889461784,0.17353571785639094,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
434519,33831142,Buy to Let: 7 steps to successful investing,eng,"'If you are looking to get started and give yourself the best chance of success, you can't beat learning from someone who has actually done it. For that you will find this book is and excellent read.'
LandlordZone Newsletter
Investment in the buy to let property market has become ever more popular over the last few decades. Whether you are investing to give up the day job or to fund a future pension, this motivating and informative book provides up-to-date information on how to invest in the current climate. With interest rates at an all time low, many people are looking for alternative places to invest their money and property remains a good option.
Although recent changes in stamp duty, house price rises and changes to tax relief may have put some investors off, the author maintains that the well informed investor can still find that buy to let property provides a good return on investment. The book provides a seven step approach including:
- Getting started
- Understanding finances
- Finding a property
- Getting the best deal
- Tenancy management
- Understanding tax
- Planning for the future",[],1.0,220.0,1.0,4.0,1.0,1.0,0.11881737531967564,0.11294686136615684,0.12607207531437803,0.1306307030393753,0.13005785043689647,0.09924744916908236,1.0,0.09904759504885984,0.12092756587558054,0.12023059168843477,1.0,0.08576867504421114,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
138045,32184115,The Earth Key (The Elementals #2),eng,"In book two, Ka's journey continues as she travels to the Land of Earth to retrieve and destroy the Earth stone. Her mother went to great lengths in order to protect her from the Imminent Darkness, but there are consequences for hiding the truth. Someone has lied and someone will die as the Imminent Darkness grows stronger in its quest for retribution.",[],15.0,289.0,12.0,4.47,1.0,1.0,0.08602467651995402,0.08712456251052254,0.10573490799319915,1.0,1.0,0.08474842187416391,0.1133268734032924,0.06764892540789787,0.10083882044901621,0.08925176921042037,0.11394484077191674,0.07653973798131115,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
363180,282095,Monument Rock (Kilkenny #5),en-GB,"TREASURES OF THE FRONTIER
This priceless collection of once lost stories brings to life a time of desperate violence and true courage in a wide-open country of fortune seekers and dreamers, lawbreakers and pioneers. A newly sworn-in marshal must outwit a mysterious killer who's fleecing his neighbors while secretly cutting their throats. . . . A young drifter, wounded in a gunfight, finds a chance to change his ways--but he must be willing to pay with his life. . . . A fiercely independent woman and a mysterious stranger take a desperate stand against those out to drive her from her home. . . . And in the haunting short novel Monument Rock, a shadowy horseman delivers a terrifying message to an innocent young woman--the shocking truth about the two men closest to her heart. History, humor, action, and adventure fill the pages of these masterpieces, told by one of the foremost storytellers of our time.","['340210', '288967', '121193', '85544', '580387', '149607', '1241641']",526.0,272.0,24.0,3.89,0.17825768903303196,0.1809504898869918,0.18249436928423057,0.14816224213702145,1.0,0.1641880370466682,0.19379365870778564,0.15758399205979917,0.18966497799731796,0.15913524940147716,1.0,1.0,1.0,0.11669981842167551,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
523267,1323673,Breadtime: A Down-to-Earth Cookbook for Bakers and Bread Lovers,eng,"Discusses grains and breadmaking tools, and gathers recipes for quick breads, yeast breads, sourdough breads, natural-rise breads, flat breads, sandwiches, filled doughs, and dishes that use bread as an ingredient.",[],7.0,368.0,1.0,3.57,1.0,1.0,0.009075665267757459,1.0,0.012121760507866893,0.01125578200613921,1.0,0.007811706239463826,0.012566247698217866,0.009862570740806275,0.008586763728490626,0.010935479224181472,0.011597020800473293,0.00530126809025921,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15338,783575,Maisy Goes to the Library,en-US,"Maisy's plan to have a quiet read is put to the challenge by her giggling friends in this picture book ode to the pleasures of the local library.
Maisy likes going to the library.
She loves to read a book in a nice, quiet place.
Today, Maisy wants to read a book about fish, but she can only find books about birds or tigers. So she explores some of the other things to do in the library, like using the computer, making copies, listening to music, or looking at fish in the aquarium. Aha! Finally Maisy finds a sparkly book all about fish. But just as she settles into a corner to read, along come Cyril, Tallulah, Eddie, and Ostrich -- and they all have noisier activities on their minds!","['5355747', '1287646', '1142856', '1289064', '58944', '843918', '189715', '1167695', '11325654', '773278', '1081530', '441792', '296887', '9956705', '140133', '18594516', '9498552', '6985459']",767.0,32.0,49.0,3.8,0.055808556790399186,1.0,0.05298440764475677,0.04982115018755187,0.05537252044704191,1.0,1.0,0.03786758454898865,0.06001411901072206,1.0,0.04962598287087819,0.06072531234073892,0.05553627583099892,0.033417313163031766,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
350185,8265208,"Holiday Havoc: Yuletide Sanctuary\Christmas Target (Emerald Coast 911, #5)",eng,"Mayhem and mistletoe share the holiday in these two suspenseful stories""Yuletide Sanctuary"" by Terri Reed
A cry for help shatters youth counselor Sean Matthews's quiet Christmas night. He saves Lauren Curtis from her attacker--for now. But the vengeful man on her trail won't be held at bay for long....
""Christmas Target"" by Stephanie Newton
She hadn't wanted the contest ""prize"" in the first place. But when police officer Maria Fuentes arrives for the holiday vacation she won, she finds much more than expected. Her ""date""--handsome weatherman Ben Storm--is in danger, and Maria is the only protector he'll trust.",[],74.0,219.0,14.0,3.94,1.0,0.08056689275693184,1.0,0.05276253323090579,0.08867796423110257,1.0,0.09076090180461867,0.06030478295906564,0.0863480311324776,0.060450045494312286,0.09141002801041268,0.08856019919248093,1.0,0.050212677024824064,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
26980,26117950,Alice After Hours,eng,"Alice once believed in love, but after her fiance left her at the altar, she swore off commitment. Now she lives for work and casual flings, the less complicated the better, and she must be in charge. One evening Alice stumbles across an Internet chat room inhabited by submissives and dominants--women who believe that true fulfillment lies in total surrender and men eager to dictate the terms.
Archangel enters the chat room and lures Alice into a private conversation, one that throws her beliefs about female empowerment into doubt. In person he is even more enticing, inviting her to his home, but only if she is willing to put her fate in his hands. If Alice agrees to follow him down the rabbit hole, everything must proceed according to Archangel's rules. At first she resists, but curiosity gets the better of her and soon she is at the point of no return. Will this strange adventure lead to misery, or happiness beyond her wildest dreams?",[],3.0,136.0,3.0,4.0,0.09403223243189594,0.09546656374924263,0.09152963684504835,0.0827378730389134,1.0,0.09613430098344208,1.0,0.09002172502379664,0.09714448448704957,0.08219819920411901,0.09635382931136942,1.0,1.0,0.07060059324858631,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
